707,UFG,2025-01-01 06:31:49,A
470,VER,2025-01-01 06:31:55,D
921,ZRI,2025-01-01 06:32:04,D
861,JYQ,2025-01-01 06:32:23,A
750,HVJ,2025-01-01 06:32:26,D
691,MFW,2025-01-01 06:32:31,D
707,UFG,2025-01-01 06:32:33,D
989,MWR,2025-01-01 06:32:41,A
905,MBZ,2025-01-01 06:32:59,A
861,JYQ,2025-01-01 06:33:12,D
581,GYY,2025-01-01 06:33:18,A
178,UFG,2025-01-01 06:33:18,A
178,UFG,2025-01-01 06:33:51,D
146,AYG,2025-01-01 06:34:00,A
581,GYY,2025-01-01 06:34:14,D
707,FCR,2025-01-01 06:34:25,A
751,AZW,2025-01-01 06:34:31,A
146,AYG,2025-01-01 06:34:50,D
367,ATM,2025-01-01 06:35:00,D
366,ZVB,2025-01-01 06:35:09,D
623,HNR,2025-01-01 06:35:12,D
907,ZJJ,2025-01-01 06:35:15,D
707,FCR,2025-01-01 06:35:18,D
179,GYY,2025-01-01 06:35:34,A
714,REA,2025-01-01 06:35:37,A
751,AZW,2025-01-01 06:35:46,D
747,XAK,2025-01-01 06:35:50,A
792,YBE,2025-01-01 06:36:08,A
581,ZLS,2025-01-01 06:36:10,A
834,GYY,2025-01-01 06:36:17,A
366,PDW,2025-01-01 06:36:21,A
714,REA,2025-01-01 06:36:30,D
179,GYY,2025-01-01 06:36:30,D
206,JMP,2025-01-01 06:36:36,A
834,GYY,2025-01-01 06:36:51,D
747,XAK,2025-01-01 06:36:57,D
581,ZLS,2025-01-01 06:37:04,D
366,PDW,2025-01-01 06:37:22,D
206,JMP,2025-01-01 06:37:39,D
616,FCR,2025-01-01 06:37:52,A
146,EDK,2025-01-01 06:37:55,A
416,AZW,2025-01-01 06:38:06,A
179,ZLS,2025-01-01 06:38:28,A
146,EDK,2025-01-01 06:38:29,D
178,LSD,2025-01-01 06:38:33,A
834,ZLS,2025-01-01 06:38:43,A
750,WCK,2025-01-01 06:38:55,A
879,YZZ,2025-01-01 06:38:55,A
416,AZW,2025-01-01 06:38:57,D
616,FCR,2025-01-01 06:39:07,D
934,BXA,2025-01-01 06:39:11,A
178,LSD,2025-01-01 06:39:24,D
366,EXW,2025-01-01 06:39:26,A
691,OWF,2025-01-01 06:39:29,A
750,WCK,2025-01-01 06:39:35,D
861,NJZ,2025-01-01 06:39:37,A
179,ZLS,2025-01-01 06:39:38,D
879,YZZ,2025-01-01 06:39:50,D
834,ZLS,2025-01-01 06:39:56,D
934,BXA,2025-01-01 06:40:00,D
980,EGL,2025-01-01 06:40:01,D
813,RVM,2025-01-01 06:40:02,D
563,YZV,2025-01-01 06:40:02,D
770,MBZ,2025-01-01 06:40:03,A
470,ATM,2025-01-01 06:40:03,A
861,NJZ,2025-01-01 06:40:11,D
705,WBG,2025-01-01 06:40:16,D
366,EXW,2025-01-01 06:40:24,D
691,OWF,2025-01-01 06:40:25,D
470,ATM,2025-01-01 06:40:51,D
364,IUZ,2025-01-01 06:40:51,A
770,MBZ,2025-01-01 06:40:53,D
980,SBP,2025-01-01 06:41:01,A
879,HVJ,2025-01-01 06:41:01,A
616,UFG,2025-01-01 06:41:17,A
248,EXW,2025-01-01 06:41:20,A
600,CBN,2025-01-01 06:41:40,A
364,IUZ,2025-01-01 06:41:47,D
248,EXW,2025-01-01 06:41:57,D
750,ARY,2025-01-01 06:41:57,A
879,HVJ,2025-01-01 06:42:12,D
616,UFG,2025-01-01 06:42:19,D
600,CBN,2025-01-01 06:42:22,D
366,IYR,2025-01-01 06:42:23,A
442,UBD,2025-01-01 06:42:39,A
367,VER,2025-01-01 06:42:43,A
921,ABJ,2025-01-01 06:42:49,A
563,EYI,2025-01-01 06:42:52,A
907,ATM,2025-01-01 06:42:58,A
770,NBV,2025-01-01 06:43:00,A
750,ARY,2025-01-01 06:43:01,D
705,SHA,2025-01-01 06:43:02,A
416,NSV,2025-01-01 06:43:06,A
600,VER,2025-01-01 06:43:31,A
442,UBD,2025-01-01 06:43:31,D
770,NBV,2025-01-01 06:43:32,D
367,VER,2025-01-01 06:43:44,D
416,NSV,2025-01-01 06:43:53,D
563,EYI,2025-01-01 06:43:56,D
921,ABJ,2025-01-01 06:43:56,D
907,ATM,2025-01-01 06:44:07,D
705,SHA,2025-01-01 06:44:11,D
248,IYR,2025-01-01 06:44:18,A
751,YZZ,2025-01-01 06:44:35,A
367,CBN,2025-01-01 06:44:49,A
364,RDS,2025-01-01 06:44:51,A
707,PFT,2025-01-01 06:44:53,A
556,NRK,2025-01-01 06:45:04,D
831,ENM,2025-01-01 06:45:06,D
750,KDW,2025-01-01 06:45:09,A
705,CXK,2025-01-01 06:45:15,A
516,TMQ,2025-01-01 06:45:17,D
747,NBV,2025-01-01 06:45:17,A
206,OKT,2025-01-01 06:45:24,A
367,CBN,2025-01-01 06:45:29,D
751,YZZ,2025-01-01 06:45:48,D
707,PFT,2025-01-01 06:45:50,D
750,KDW,2025-01-01 06:45:58,D
416,LBH,2025-01-01 06:45:59,A
146,OCR,2025-01-01 06:46:10,A
705,CXK,2025-01-01 06:46:10,D
747,NBV,2025-01-01 06:46:21,D
442,FCR,2025-01-01 06:46:24,A
416,LBH,2025-01-01 06:46:50,D
751,HVJ,2025-01-01 06:46:52,A
861,KDW,2025-01-01 06:46:52,A
623,RDS,2025-01-01 06:47:00,A
714,RVM,2025-01-01 06:47:01,A
146,OCR,2025-01-01 06:47:03,D
470,ZJJ,2025-01-01 06:47:11,A
831,LBH,2025-01-01 06:47:19,A
442,FCR,2025-01-01 06:47:21,D
751,HVJ,2025-01-01 06:47:28,D
934,SIF,2025-01-01 06:47:28,A
691,WBG,2025-01-01 06:47:31,A
470,ZJJ,2025-01-01 06:47:54,D
714,RVM,2025-01-01 06:47:57,D
861,KDW,2025-01-01 06:47:59,D
934,SIF,2025-01-01 06:48:03,D
831,LBH,2025-01-01 06:48:05,D
747,MBZ,2025-01-01 06:48:11,A
623,RDS,2025-01-01 06:48:13,D
556,IIY,2025-01-01 06:48:15,A
616,LSD,2025-01-01 06:48:18,A
879,ZAR,2025-01-01 06:48:20,A
581,DQE,2025-01-01 06:48:29,A
691,WBG,2025-01-01 06:48:37,D
813,REA,2025-01-01 06:48:47,A
416,ENM,2025-01-01 06:49:05,A
879,ZAR,2025-01-01 06:49:09,D
705,FNO,2025-01-01 06:49:25,A
616,LSD,2025-01-01 06:49:32,D
442,UFG,2025-01-01 06:49:32,A
581,DQE,2025-01-01 06:49:40,D
146,UWI,2025-01-01 06:49:45,A
770,ZPZ,2025-01-01 06:49:58,A
834,DQE,2025-01-01 06:50:00,A
813,REA,2025-01-01 06:50:02,D
416,ENM,2025-01-01 06:50:02,D
879,MFD,2025-01-01 06:50:05,A
735,IUZ,2025-01-01 06:50:10,D
146,UWI,2025-01-01 06:50:15,D
705,FNO,2025-01-01 06:50:15,D
861,ARY,2025-01-01 06:50:19,A
831,TMG,2025-01-01 06:50:24,A
442,UFG,2025-01-01 06:50:36,D
178,UES,2025-01-01 06:50:46,A
179,DQE,2025-01-01 06:50:54,A
879,MFD,2025-01-01 06:51:02,D
770,ZPZ,2025-01-01 06:51:09,D
831,TMG,2025-01-01 06:51:11,D
834,DQE,2025-01-01 06:51:12,D
470,XXW,2025-01-01 06:51:14,A
861,ARY,2025-01-01 06:51:34,D
470,XXW,2025-01-01 06:51:47,D
178,UES,2025-01-01 06:51:50,D
691,SHA,2025-01-01 06:51:50,A
179,DQE,2025-01-01 06:52:00,D
907,VER,2025-01-01 06:52:08,A
707,ZJR,2025-01-01 06:52:26,A
921,FSK,2025-01-01 06:52:26,A
691,SHA,2025-01-01 06:52:26,D
623,CXL,2025-01-01 06:52:50,A
735,RDS,2025-01-01 06:52:52,A
707,ZJR,2025-01-01 06:53:10,D
907,VER,2025-01-01 06:53:13,D
750,NJZ,2025-01-01 06:53:17,A
623,CXL,2025-01-01 06:53:32,D
921,FSK,2025-01-01 06:53:38,D
563,MQT,2025-01-01 06:53:45,A
861,WCK,2025-01-01 06:53:46,A
735,RDS,2025-01-01 06:53:53,D
563,MQT,2025-01-01 06:54:20,D
861,WCK,2025-01-01 06:54:20,D
751,ZAR,2025-01-01 06:54:22,A
907,CBN,2025-01-01 06:54:25,A
750,NJZ,2025-01-01 06:54:30,D
921,XMG,2025-01-01 06:54:40,A
581,XXW,2025-01-01 06:54:45,A
751,ZAR,2025-01-01 06:54:52,D
770,MFD,2025-01-01 06:54:53,A
516,SHA,2025-01-01 06:54:54,A
907,CBN,2025-01-01 06:54:58,D
202,OWF,2025-01-01 06:55:03,D
957,BXA,2025-01-01 06:55:03,D
297,YZZ,2025-01-01 06:55:04,D
741,UFG,2025-01-01 06:55:04,D
692,XXW,2025-01-01 06:55:06,D
312,ZVB,2025-01-01 06:55:08,D
879,ZPZ,2025-01-01 06:55:09,A
902,FMD,2025-01-01 06:55:10,D
825,YZV,2025-01-01 06:55:11,D
182,EGL,2025-01-01 06:55:13,D
581,XXW,2025-01-01 06:55:16,D
516,SHA,2025-01-01 06:55:34,D
705,NHW,2025-01-01 06:55:38,A
921,XMG,2025-01-01 06:55:39,D
934,OWF,2025-01-01 06:55:45,A
751,MFD,2025-01-01 06:56:03,A
879,ZPZ,2025-01-01 06:56:03,D
312,PDW,2025-01-01 06:56:06,A
297,HVJ,2025-01-01 06:56:13,A
834,XXW,2025-01-01 06:56:15,A
182,SBP,2025-01-01 06:56:17,A
934,OWF,2025-01-01 06:56:22,D
442,LSD,2025-01-01 06:56:32,A
312,PDW,2025-01-01 06:56:39,D
516,CXK,2025-01-01 06:56:39,A
367,YOF,2025-01-01 06:56:41,A
182,SBP,2025-01-01 06:56:50,D
705,NHW,2025-01-01 06:56:53,D
834,XXW,2025-01-01 06:56:56,D
297,HVJ,2025-01-01 06:57:03,D
741,FCR,2025-01-01 06:57:08,A
442,LSD,2025-01-01 06:57:14,D
751,MFD,2025-01-01 06:57:18,D
178,UCA,2025-01-01 06:57:23,A
516,CXK,2025-01-01 06:57:26,D
367,YOF,2025-01-01 06:57:30,D
312,EVS,2025-01-01 06:57:34,A
179,XXW,2025-01-01 06:57:36,A
831,NNN,2025-01-01 06:57:38,A
146,JYM,2025-01-01 06:57:43,A
470,DQE,2025-01-01 06:57:44,A
178,UCA,2025-01-01 06:57:56,D
692,ZJJ,2025-01-01 06:57:58,A
705,WCC,2025-01-01 06:57:59,A
312,EVS,2025-01-01 06:58:06,D
825,EYI,2025-01-01 06:58:09,A
741,FCR,2025-01-01 06:58:09,D
714,KDW,2025-01-01 06:58:23,A
581,ZJJ,2025-01-01 06:58:30,A
470,DQE,2025-01-01 06:58:30,D
735,SSR,2025-01-01 06:58:32,A
146,JYM,2025-01-01 06:58:49,D
179,XXW,2025-01-01 06:58:51,D
831,NNN,2025-01-01 06:58:52,D
178,GFL,2025-01-01 06:58:56,A
581,ZJJ,2025-01-01 06:59:01,D
705,WCC,2025-01-01 06:59:05,D
751,MBZ,2025-01-01 06:59:08,A
692,ZJJ,2025-01-01 06:59:10,D
825,EYI,2025-01-01 06:59:13,D
813,CSW,2025-01-01 06:59:16,A
714,KDW,2025-01-01 06:59:24,D
735,SSR,2025-01-01 06:59:31,D
178,GFL,2025-01-01 06:59:44,D
834,ZJJ,2025-01-01 06:59:45,A
751,MBZ,2025-01-01 06:59:49,D
616,UES,2025-01-01 06:59:59,A
416,KUN,2025-01-01 06:59:59,A
834,ZJJ,2025-01-01 07:00:24,D
813,CSW,2025-01-01 07:00:30,D
616,UES,2025-01-01 07:00:42,D
861,HVJ,2025-01-01 07:00:57,A
623,BMQ,2025-01-01 07:01:03,A
902,HDD,2025-01-01 07:01:03,A
741,UBD,2025-01-01 07:01:11,A
907,HFA,2025-01-01 07:01:23,A
691,TMQ,2025-01-01 07:01:28,A
707,ARY,2025-01-01 07:01:33,A
714,ARY,2025-01-01 07:01:39,A
367,FMD,2025-01-01 07:01:42,A
861,HVJ,2025-01-01 07:01:44,D
957,SIF,2025-01-01 07:01:54,A
831,YLX,2025-01-01 07:02:02,A
751,NBV,2025-01-01 07:02:05,A
707,ARY,2025-01-01 07:02:06,D
179,ZJJ,2025-01-01 07:02:09,A
623,BMQ,2025-01-01 07:02:12,D
902,HDD,2025-01-01 07:02:13,D
741,UBD,2025-01-01 07:02:15,D
691,TMQ,2025-01-01 07:02:19,D
202,CMN,2025-01-01 07:02:28,A
750,JYQ,2025-01-01 07:02:35,A
907,HFA,2025-01-01 07:02:37,D
861,YZZ,2025-01-01 07:02:38,A
831,YLX,2025-01-01 07:02:40,D
879,NBV,2025-01-01 07:02:44,A
714,ARY,2025-01-01 07:02:49,D
179,ZJJ,2025-01-01 07:02:49,D
957,SIF,2025-01-01 07:02:57,D
367,FMD,2025-01-01 07:02:57,D
751,NBV,2025-01-01 07:03:18,D
516,WCK,2025-01-01 07:03:18,A
202,CMN,2025-01-01 07:03:21,D
934,CMN,2025-01-01 07:03:38,A
825,WCK,2025-01-01 07:03:43,A
750,JYQ,2025-01-01 07:03:46,D
861,YZZ,2025-01-01 07:03:48,D
297,ZAR,2025-01-01 07:03:49,A
813,SIF,2025-01-01 07:03:50,A
516,WCK,2025-01-01 07:04:07,D
825,WCK,2025-01-01 07:04:17,D
707,KDW,2025-01-01 07:04:20,A
934,CMN,2025-01-01 07:04:22,D
813,SIF,2025-01-01 07:04:28,D
297,ZAR,2025-01-01 07:04:29,D
563,BDM,2025-01-01 07:04:34,A
182,CDF,2025-01-01 07:04:55,A
563,BDM,2025-01-01 07:05:08,D
707,KDW,2025-01-01 07:05:11,D
178,PCV,2025-01-01 07:05:17,A
623,FSK,2025-01-01 07:05:22,A
616,UCA,2025-01-01 07:05:32,A
182,CDF,2025-01-01 07:05:38,D
921,NUB,2025-01-01 07:05:43,A
735,ZTG,2025-01-01 07:05:49,A
178,PCV,2025-01-01 07:05:57,D
616,UCA,2025-01-01 07:06:19,D
957,CSW,2025-01-01 07:06:21,A
735,ZTG,2025-01-01 07:06:38,D
442,UES,2025-01-01 07:06:40,A
616,GFL,2025-01-01 07:07:14,A
692,ATM,2025-01-01 07:07:16,A
581,ATM,2025-01-01 07:07:19,A
957,CSW,2025-01-01 07:07:23,D
902,CMN,2025-01-01 07:07:28,A
834,ATM,2025-01-01 07:07:31,A
442,UES,2025-01-01 07:07:35,D
312,MQT,2025-01-01 07:07:38,A
616,GFL,2025-01-01 07:07:49,D
297,QEF,2025-01-01 07:08:05,A
692,ATM,2025-01-01 07:08:08,D
312,MQT,2025-01-01 07:08:22,D
831,SYR,2025-01-01 07:08:25,A
202,HDD,2025-01-01 07:08:28,A
297,QEF,2025-01-01 07:08:40,D
902,CMN,2025-01-01 07:08:40,D
470,ZLS,2025-01-01 07:09:01,A
934,HDD,2025-01-01 07:09:04,A
202,HDD,2025-01-01 07:09:15,D
831,SYR,2025-01-01 07:09:23,D
750,RDY,2025-01-01 07:09:26,A
470,ZLS,2025-01-01 07:09:35,D
934,HDD,2025-01-01 07:09:37,D
146,SIF,2025-01-01 07:09:48,A
367,HDD,2025-01-01 07:10:01,A
750,RDY,2025-01-01 07:10:13,D
563,PHQ,2025-01-01 07:10:17,A
516,HVJ,2025-01-01 07:10:23,A
825,CXK,2025-01-01 07:10:24,A
751,ZPZ,2025-01-01 07:10:26,A
146,SIF,2025-01-01 07:10:44,D
179,ATM,2025-01-01 07:10:46,A
297,QUF,2025-01-01 07:10:47,A
563,PHQ,2025-01-01 07:10:57,D
691,EVS,2025-01-01 07:10:57,A
367,HDD,2025-01-01 07:10:58,D
705,XUR,2025-01-01 07:11:00,A
516,HVJ,2025-01-01 07:11:19,D
179,ATM,2025-01-01 07:11:23,D
714,ZJR,2025-01-01 07:11:28,A
470,GYY,2025-01-01 07:11:28,A
297,QUF,2025-01-01 07:11:32,D
813,BXA,2025-01-01 07:11:37,A
957,HOC,2025-01-01 07:11:39,A
705,XUR,2025-01-01 07:11:45,D
691,EVS,2025-01-01 07:11:47,D
907,MNZ,2025-01-01 07:11:49,A
735,GPR,2025-01-01 07:11:56,A
470,GYY,2025-01-01 07:12:00,D
714,ZJR,2025-01-01 07:12:06,D
516,YZZ,2025-01-01 07:12:29,A
813,BXA,2025-01-01 07:12:32,D
957,HOC,2025-01-01 07:12:47,D
907,MNZ,2025-01-01 07:12:51,D
691,PDW,2025-01-01 07:12:52,A
735,GPR,2025-01-01 07:12:53,D
831,DQU,2025-01-01 07:13:01,A
861,AZW,2025-01-01 07:13:03,A
182,VTI,2025-01-01 07:13:11,A
741,MFD,2025-01-01 07:13:18,A
516,YZZ,2025-01-01 07:13:19,D
616,PCV,2025-01-01 07:13:24,A
691,PDW,2025-01-01 07:13:38,D
861,AZW,2025-01-01 07:13:49,D
831,DQU,2025-01-01 07:13:51,D
741,MFD,2025-01-01 07:14:03,D
182,VTI,2025-01-01 07:14:06,D
178,GPR,2025-01-01 07:14:15,A
750,EGM,2025-01-01 07:14:29,A
616,PCV,2025-01-01 07:14:39,D
202,FMD,2025-01-01 07:15:07,A
934,FMD,2025-01-01 07:15:08,A
178,GPR,2025-01-01 07:15:10,D
741,ZAR,2025-01-01 07:15:11,A
182,GFB,2025-01-01 07:15:17,A
750,EGM,2025-01-01 07:15:26,D
563,UES,2025-01-01 07:15:30,A
691,EXW,2025-01-01 07:15:35,A
202,FMD,2025-01-01 07:15:37,D
367,CMN,2025-01-01 07:15:44,A
741,ZAR,2025-01-01 07:15:49,D
182,GFB,2025-01-01 07:16:07,D
934,FMD,2025-01-01 07:16:16,D
563,UES,2025-01-01 07:16:25,D
367,CMN,2025-01-01 07:16:49,D
707,RVM,2025-01-01 07:17:01,A
182,BGL,2025-01-01 07:17:13,A
692,VER,2025-01-01 07:17:28,A
750,EXW,2025-01-01 07:17:44,A
182,BGL,2025-01-01 07:17:46,D
707,RVM,2025-01-01 07:17:49,D
442,VNA,2025-01-01 07:18:03,A
861,NSV,2025-01-01 07:18:05,A
692,VER,2025-01-01 07:18:11,D
750,EXW,2025-01-01 07:18:20,D
907,FLA,2025-01-01 07:18:28,A
442,VNA,2025-01-01 07:18:39,D
714,PFT,2025-01-01 07:18:44,A
146,OWF,2025-01-01 07:18:50,A
831,BGL,2025-01-01 07:18:57,A
312,BDM,2025-01-01 07:19:09,A
861,NSV,2025-01-01 07:19:14,D
692,CBN,2025-01-01 07:19:19,A
907,FLA,2025-01-01 07:19:19,D
146,OWF,2025-01-01 07:19:23,D
179,VER,2025-01-01 07:19:34,A
312,BDM,2025-01-01 07:19:43,D
714,PFT,2025-01-01 07:19:47,D
297,UJV,2025-01-01 07:19:51,A
831,BGL,2025-01-01 07:19:53,D
202,YOF,2025-01-01 07:20:03,A
179,VER,2025-01-01 07:20:11,D
902,EEL,2025-01-01 07:20:19,A
297,UJV,2025-01-01 07:20:43,D
202,YOF,2025-01-01 07:20:46,D
470,AOI,2025-01-01 07:20:48,A
902,EEL,2025-01-01 07:20:52,D
705,MBZ,2025-01-01 07:20:59,A
934,YOF,2025-01-01 07:21:00,A
179,CBN,2025-01-01 07:21:15,A
735,PCV,2025-01-01 07:21:24,A
813,PMJ,2025-01-01 07:21:30,A
705,MBZ,2025-01-01 07:21:33,D
861,LBH,2025-01-01 07:21:37,A
957,KYB,2025-01-01 07:21:49,A
442,GGL,2025-01-01 07:21:53,A
934,YOF,2025-01-01 07:21:56,D
179,CBN,2025-01-01 07:21:59,D
470,AOI,2025-01-01 07:22:01,D
735,PCV,2025-01-01 07:22:19,D
957,KYB,2025-01-01 07:22:24,D
616,GPR,2025-01-01 07:22:25,A
813,PMJ,2025-01-01 07:22:28,D
861,LBH,2025-01-01 07:22:29,D
367,OJT,2025-01-01 07:22:38,A
741,HVJ,2025-01-01 07:22:54,A
516,AZW,2025-01-01 07:23:00,A
367,OJT,2025-01-01 07:23:27,D
741,HVJ,2025-01-01 07:23:33,D
516,AZW,2025-01-01 07:24:01,D
178,NRK,2025-01-01 07:24:09,A
312,PHQ,2025-01-01 07:24:14,A
831,HJB,2025-01-01 07:24:15,A
957,CET,2025-01-01 07:24:31,A
367,MQT,2025-01-01 07:24:35,A
831,HJB,2025-01-01 07:24:47,D
861,TMG,2025-01-01 07:24:47,A
312,PHQ,2025-01-01 07:25:09,D
178,NRK,2025-01-01 07:25:14,D
861,TMG,2025-01-01 07:25:20,D
563,LSD,2025-01-01 07:25:35,A
957,CET,2025-01-01 07:25:42,D
367,MQT,2025-01-01 07:25:42,D
146,CMN,2025-01-01 07:26:13,A
563,LSD,2025-01-01 07:26:43,D
957,DGC,2025-01-01 07:26:49,A
907,VZS,2025-01-01 07:27:09,A
182,PSJ,2025-01-01 07:27:10,A
470,HJB,2025-01-01 07:27:12,A
707,REA,2025-01-01 07:27:15,A
902,SSR,2025-01-01 07:27:41,A
516,NSV,2025-01-01 07:27:53,A
957,DGC,2025-01-01 07:27:55,D
182,PSJ,2025-01-01 07:28:00,D
707,REA,2025-01-01 07:28:01,D
178,IIY,2025-01-01 07:28:12,A
470,HJB,2025-01-01 07:28:21,D
907,VZS,2025-01-01 07:28:22,D
297,SOF,2025-01-01 07:28:28,A
516,NSV,2025-01-01 07:28:35,D
902,SSR,2025-01-01 07:28:44,D
178,IIY,2025-01-01 07:28:47,D
741,WCK,2025-01-01 07:29:01,A
297,SOF,2025-01-01 07:29:05,D
735,GFL,2025-01-01 07:29:09,A
714,FCR,2025-01-01 07:29:37,A
735,GFL,2025-01-01 07:29:49,D
750,DAI,2025-01-01 07:29:54,A
741,WCK,2025-01-01 07:30:07,D
202,CBN,2025-01-01 07:30:21,A
516,LBH,2025-01-01 07:30:24,A
831,AOI,2025-01-01 07:30:29,A
312,UES,2025-01-01 07:30:33,A
957,NHW,2025-01-01 07:30:37,A
714,FCR,2025-01-01 07:30:39,D
735,UCA,2025-01-01 07:30:43,A
861,NNN,2025-01-01 07:31:01,A
934,CBN,2025-01-01 07:31:16,A
202,CBN,2025-01-01 07:31:20,D
957,NHW,2025-01-01 07:31:20,D
516,LBH,2025-01-01 07:31:24,D
735,UCA,2025-01-01 07:31:29,D
831,AOI,2025-01-01 07:31:33,D
861,NNN,2025-01-01 07:31:42,D
312,UES,2025-01-01 07:31:45,D
934,CBN,2025-01-01 07:32:02,D
741,ARY,2025-01-01 07:32:20,A
202,VER,2025-01-01 07:32:22,A
563,UFG,2025-01-01 07:32:30,A
516,OKT,2025-01-01 07:32:32,A
470,BGL,2025-01-01 07:32:40,A
179,YOF,2025-01-01 07:32:42,A
907,CHJ,2025-01-01 07:32:59,A
563,UFG,2025-01-01 07:33:03,D
741,ARY,2025-01-01 07:33:04,D
902,RDS,2025-01-01 07:33:11,A
705,VGQ,2025-01-01 07:33:15,A
516,OKT,2025-01-01 07:33:20,D
470,BGL,2025-01-01 07:33:29,D
179,YOF,2025-01-01 07:33:31,D
705,VGQ,2025-01-01 07:33:54,D
